Age,Gender,EducationBackground,MaritalStatus,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating,EmpDepartment_Freq,EmpJobRole_Freq
37,0,5,1,2,1,4,2,65,3,2,2,6,0,12,2,8,2,2,6,5,1.6094379124341003,3,0,3,0.30083333333333334,0.19666666666666666
49,1,5,0,2,18,4,4,58,2,5,3,1,1,17,3,28,5,3,20,9,0.0,9,0,3,0.30083333333333334,0.043333333333333335
24,1,4,1,2,23,3,2,89,4,1,4,1,1,11,2,6,3,3,6,5,0.6931471805599453,4,0,3,0.30083333333333334,0.19666666666666666
26,1,3,1,2,28,2,1,66,3,2,2,1,0,20,4,6,5,4,5,3,0.6931471805599453,4,0,3,0.31083333333333335,0.225
24,1,1,1,2,17,2,4,94,2,1,2,1,0,21,4,1,2,3,1,0,0.0,0,0,4,0.30083333333333334,0.19666666666666666
50,1,4,1,1,3,3,1,99,3,5,2,1,0,11,3,28,2,3,20,5,2.3978952727983707,7,0,2,0.045,0.0425
25,1,4,1,2,13,1,2,40,3,1,3,1,0,11,3,7,1,3,7,4,0.0,6,0,3,0.31083333333333335,0.0575
24,0,5,1,1,7,3,1,55,3,1,3,1,1,16,4,6,4,3,6,3,0.6931471805599453,2,1,2,0.30083333333333334,0.043333333333333335
34,1,5,1,2,1,2,2,83,2,1,4,1,1,13,4,6,3,3,6,5,0.6931471805599453,3,0,3,0.30083333333333334,0.19666666666666666
31,1,4,0,2,13,4,2,46,3,2,1,2,0,17,3,9,2,1,3,1,0.6931471805599453,2,1,3,0.31083333333333335,0.225
31,1,4,0,2,6,4,1,66,4,2,4,4,0,22,4,13,4,4,7,7,1.791759469228055,7,0,2,0.31083333333333335,0.225
27,0,4,0,2,6,4,1,66,2,1,3,0,0,12,3,6,5,2,5,3,0.0,3,0,3,0.30083333333333334,0.19666666666666666
37,1,3,1,2,2,3,4,75,3,2,3,4,1,11,3,17,3,2,3,0,0.6931471805599453,0,0,3,0.31083333333333335,0.225
42,0,5,1,2,2,4,3,81,3,2,4,1,0,13,2,10,4,3,10,2,1.0986122886681098,2,0,3,0.30083333333333334,0.19666666666666666
43,1,1,0,2,6,4,2,50,2,4,4,4,1,14,3,21,3,2,1,0,0.0,0,0,3,0.30083333333333334,0.19666666666666666
38,0,5,2,2,1,1,3,43,3,1,1,3,0,17,4,8,3,2,1,0,0.0,0,0,3,0.30083333333333334,0.19666666666666666
43,1,4,0,1,9,5,4,72,3,2,3,3,1,13,2,10,3,3,8,7,1.6094379124341003,7,0,3,0.30083333333333334,0.043333333333333335
48,0,5,1,2,1,4,4,40,2,4,1,7,0,11,1,21,3,1,3,2,0.0,2,0,3,0.30083333333333334,0.043333333333333335
44,0,5,2,2,1,4,1,50,2,2,3,4,0,11,2,10,1,4,2,2,0.0,2,0,3,0.045,0.0375
34,0,2,0,2,14,3,3,31,3,1,3,1,1,18,4,8,3,3,8,2,0.0,6,0,3,0.31083333333333335,0.0575
27,1,3,0,2,2,1,3,85,3,1,1,0,0,11,2,5,3,3,4,3,0.0,2,1,3,0.31083333333333335,0.0575
21,1,2,2,2,22,1,3,49,3,1,3,1,0,11,3,3,2,3,3,2,0.6931471805599453,2,0,3,0.31083333333333335,0.0575
44,1,1,1,2,3,4,4,35,3,5,4,4,1,12,1,26,2,4,2,2,0.0,1,0,3,0.30083333333333334,0.043333333333333335
22,1,4,1,2,6,1,1,69,3,1,3,0,0,20,4,3,3,3,2,2,1.0986122886681098,2,0,3,0.30083333333333334,0.19666666666666666
32,0,5,1,2,9,4,1,92,3,2,4,1,1,12,4,6,2,2,6,4,0.0,5,0,3,0.30083333333333334,0.19666666666666666
30,0,4,0,1,3,3,3,71,3,1,3,1,0,20,3,1,2,3,1,0,0.0,0,0,4,0.30083333333333334,0.19666666666666666
34,1,5,1,2,1,5,2,42,3,1,4,1,0,12,4,10,4,2,10,9,2.1972245773362196,8,0,3,0.30083333333333334,0.043333333333333335
26,0,5,1,2,6,3,3,71,3,1,4,1,1,13,3,3,2,3,3,2,0.0,2,0,3,0.30083333333333334,0.19666666666666666
37,1,1,1,2,3,3,3,36,3,3,3,1,0,15,3,10,2,3,10,7,2.0794415416798357,8,0,3,0.30083333333333334,0.19666666666666666
29,0,4,1,2,3,2,2,62,3,2,3,1,0,14,1,6,5,2,6,0,0.6931471805599453,2,0,3,0.31083333333333335,0.225
35,1,5,2,2,6,4,2,82,1,2,4,1,0,13,2,17,3,3,17,11,2.3978952727983707,8,0,3,0.30083333333333334,0.043333333333333335
54,1,4,1,2,19,4,3,88,3,3,2,2,0,15,3,16,1,4,9,7,2.0794415416798357,1,0,3,0.045,0.0375
36,1,4,0,2,9,2,2,48,2,2,2,2,1,11,3,13,2,3,3,2,0.0,2,0,3,0.30083333333333334,0.19666666666666666
20,1,4,2,2,10,1,4,32,3,1,3,1,1,11,4,1,5,3,1,0,0.6931471805599453,1,1,3,0.30083333333333334,0.043333333333333335
33,1,5,2,1,3,3,1,70,3,1,1,1,1,11,1,10,3,3,10,8,2.302585092994046,7,1,3,0.30083333333333334,0.043333333333333335
23,1,4,1,2,4,3,1,58,4,1,1,2,0,16,1,5,3,4,3,2,0.0,2,0,4,0.30083333333333334,0.19666666666666666
25,1,5,1,2,8,3,4,57,4,2,2,0,0,22,3,4,4,3,3,2,0.6931471805599453,2,0,4,0.31083333333333335,0.225
38,0,3,2,2,7,4,4,46,2,2,4,0,0,20,1,8,2,3,7,7,0.0,5,0,4,0.31083333333333335,0.225
29,1,5,0,1,1,4,2,76,1,1,4,1,0,18,4,10,5,3,10,7,1.0986122886681098,8,0,3,0.30083333333333334,0.19666666666666666
48,1,3,1,2,2,1,2,56,4,2,2,3,0,12,4,12,3,3,2,2,1.0986122886681098,2,0,3,0.31083333333333335,0.225
27,0,4,0,1,3,1,4,71,4,2,4,1,1,20,2,6,3,3,6,5,0.0,4,0,4,0.31083333333333335,0.225
37,1,5,2,2,10,2,4,80,4,1,4,3,0,17,1,4,2,3,1,0,0.0,0,0,3,0.30083333333333334,0.043333333333333335
50,1,4,1,2,28,1,4,74,4,1,3,1,1,11,3,20,3,3,20,8,1.3862943611198906,8,0,3,0.30083333333333334,0.043333333333333335
34,0,4,2,2,9,3,4,46,2,3,2,1,0,14,2,9,3,4,8,7,2.0794415416798357,7,0,3,0.016666666666666666,0.016666666666666666
24,0,5,2,2,3,2,1,65,3,2,3,8,0,14,1,4,3,3,2,2,1.0986122886681098,0,1,2,0.31083333333333335,0.225
